x	y	z
-3378.481464	-167070.450725	20809.784873
-3378.481464	-152195.194097	20821.669075
-3378.481464	-137319.937469	20832.8925
-3378.481464	-122444.680841	20828.701433
-3378.481464	-107569.424213	20844.160711
-3378.481464	-92694.167585	20852.245896
-3378.481464	-77818.910957	20857.056635
-3378.481464	-62943.654329	20860.462375
-3378.481464	-48068.397701	20844.94113
-3378.481464	41183.142066	20773.524253
-3378.481464	56058.398694	20854.83011
-3378.481464	70933.655322	20850.981397
-3378.481464	85808.91195	20838.911907
-3378.481464	100684.168578	20847.74499
-3378.481464	115559.425206	20901.168069
-3378.481464	130434.681834	20866.938253
-3378.481464	145309.938462	20851.353199
-3378.481464	160185.19509	20820.257944
-3378.481464	175060.451718	20815.441681
-3378.481464	189935.708346	20816.520279
-3378.481464	204810.964974	20815.549664
-3378.481464	294062.504741	20474.541165
11302.977908	-211696.220608	20826.865119
11302.977908	-196820.96398	20829.875127
11302.977908	-181945.707353	20828.414909
11302.977908	-167070.450725	20823.112728
11302.977908	-152195.194097	20841.158064
11302.977908	-137319.937469	20865.573748
11302.977908	-122444.680841	20847.20876
11302.977908	-107569.424213	20851.023116
11302.977908	-92694.167585	20858.188608
11302.977908	-77818.910957	20866.483623
11302.977908	-62943.654329	20885.660323
11302.977908	-48068.397701	20893.96638
11302.977908	41183.142066	20788.797632
11302.977908	56058.398694	20850.09729
11302.977908	70933.655322	20845.559575
11302.977908	85808.91195	20859.539617
11302.977908	100684.168578	20842.191872
11302.977908	115559.425206	20892.669976
11302.977908	130434.681834	20880.121317
11302.977908	145309.938462	20841.439061
11302.977908	160185.19509	20815.642919
11302.977908	175060.451718	20802.096649
11302.977908	189935.708346	20795.583959
11302.977908	204810.964974	20814.544079
11302.977908	294062.504741	20466.159027
25984.43728	-300947.760376	20900.420784
25984.43728	-286072.503748	20760.70993
25984.43728	-271197.24712	20773.846974
25984.43728	-256321.990492	20764.870935
25984.43728	-241446.733864	20749.298765
25984.43728	-226571.477236	20781.781841
25984.43728	-211696.220608	20863.479134
25984.43728	-196820.96398	20857.1321
25984.43728	-181945.707353	20855.633843
25984.43728	-167070.450725	20844.524538
25984.43728	-152195.194097	20857.67692
25984.43728	-137319.937469	20877.187383
25984.43728	-122444.680841	20866.128384
25984.43728	-107569.424213	20859.145112
25984.43728	-92694.167585	20869.826783
25984.43728	-77818.910957	20870.84648
25984.43728	-62943.654329	20900.301142
25984.43728	-48068.397701	20916.301558
25984.43728	-33193.141073	20801.287393
25984.43728	-18317.884445	20785.790076
25984.43728	-3442.627817	20775.294919
25984.43728	11432.628811	20787.72701
25984.43728	26307.885438	20775.43726
25984.43728	41183.142066	20858.527894
25984.43728	56058.398694	20848.795979
25984.43728	70933.655322	20859.950688
25984.43728	85808.91195	20866.341282
25984.43728	100684.168578	20859.92001
25984.43728	115559.425206	20879.524957
25984.43728	130434.681834	20914.87141
25984.43728	145309.938462	20869.937833
25984.43728	160185.19509	20837.524087
25984.43728	175060.451718	20828.59897
25984.43728	189935.708346	20841.320649
25984.43728	204810.964974	20829.242571
25984.43728	219686.221602	20796.255782
25984.43728	234561.47823	20720.838033
25984.43728	249436.734857	20734.141959
25984.43728	264311.991485	20728.955734
25984.43728	279187.248113	20757.079021
25984.43728	294062.504741	20771.832733
40665.896652	-300947.760376	20945.988751
40665.896652	-286072.503748	20874.538745
40665.896652	-271197.24712	20893.792751
40665.896652	-256321.990492	20868.116244
40665.896652	-241446.733864	20874.718509
40665.896652	-226571.477236	20872.702429
40665.896652	-211696.220608	20877.619312
40665.896652	-196820.96398	20864.844253
40665.896652	-181945.707353	20871.149569
40665.896652	-167070.450725	20872.280316
40665.896652	-152195.194097	20863.722708
40665.896652	-137319.937469	20878.817549
40665.896652	-122444.680841	20866.473806
40665.896652	-107569.424213	20862.737369
40665.896652	-92694.167585	20878.560477
40665.896652	-77818.910957	20889.252581
40665.896652	-62943.654329	20912.270627
40665.896652	-48068.397701	20931.309276
40665.896652	-33193.141073	20907.623701
40665.896652	-18317.884445	20931.496406
40665.896652	-3442.627817	20917.502865
40665.896652	11432.628811	20906.738979
40665.896652	26307.885438	20917.62005
40665.896652	41183.142066	20902.466314
40665.896652	56058.398694	20871.606038
40665.896652	70933.655322	20882.006099
40665.896652	85808.91195	20875.749253
40665.896652	100684.168578	20873.338053
40665.896652	115559.425206	20876.826011
40665.896652	130434.681834	20919.444707
40665.896652	145309.938462	20897.700359
40665.896652	160185.19509	20860.348872
40665.896652	175060.451718	20859.335309
40665.896652	189935.708346	20865.546753
40665.896652	204810.964974	20853.083986
40665.896652	219686.221602	20845.08347
40665.896652	234561.47823	20848.106978
40665.896652	249436.734857	20851.408417
40665.896652	264311.991485	20848.51498
40665.896652	279187.248113	20852.161839
40665.896652	294062.504741	20855.808701
55347.356024	-300947.760376	20965.094279
55347.356024	-286072.503748	20875.352907
55347.356024	-271197.24712	20883.839959
55347.356024	-256321.990492	20870.466701
55347.356024	-241446.733864	20881.158806
55347.356024	-226571.477236	20889.292457
55347.356024	-211696.220608	20881.43551
55347.356024	-196820.96398	20889.582659
55347.356024	-181945.707353	20882.072972
55347.356024	-167070.450725	20875.063316
55347.356024	-152195.194097	20880.664295
55347.356024	-137319.937469	20889.979006
55347.356024	-122444.680841	20867.853649
55347.356024	-107569.424213	20881.136719
55347.356024	-92694.167585	20890.826913
55347.356024	-77818.910957	20905.690449
55347.356024	-62943.654329	20930.911704
55347.356024	-48068.397701	20939.955848
55347.356024	-33193.141073	20911.608622
55347.356024	-18317.884445	20911.357071
55347.356024	-3442.627817	20902.64424
55347.356024	11432.628811	20911.504934
55347.356024	26307.885438	20917.604099
55347.356024	41183.142066	20879.524345
55347.356024	56058.398694	20888.419396
55347.356024	70933.655322	20894.251059
55347.356024	85808.91195	20879.081981
55347.356024	100684.168578	20880.916457
55347.356024	115559.425206	20873.78532
55347.356024	130434.681834	20878.149408
55347.356024	145309.938462	20891.161292
55347.356024	160185.19509	20873.427629
55347.356024	175060.451718	20865.573747
55347.356024	189935.708346	20857.893497
55347.356024	204810.964974	20871.050174
55347.356024	219686.221602	20868.371475
55347.356024	234561.47823	20872.607945
55347.356024	249436.734857	20875.84251
55347.356024	264311.991485	20879.329237
55347.356024	279187.248113	20870.396144
55347.356024	294062.504741	20883.895174
70028.815395	-300947.760376	20966.509092
70028.815395	-286072.503748	20907.506515
70028.815395	-271197.24712	20931.016007
70028.815395	-256321.990492	20895.848093
70028.815395	-241446.733864	20901.442935
70028.815395	-226571.477236	20907.563573
70028.815395	-211696.220608	20916.526119
70028.815395	-196820.96398	20914.879995
70028.815395	-181945.707353	20912.135649
70028.815395	-167070.450725	20913.762137
70028.815395	-152195.194097	20916.774595
70028.815395	-137319.937469	20935.150627
70028.815395	-122444.680841	20915.082466
70028.815395	-107569.424213	20911.901893
70028.815395	-92694.167585	20925.56719
70028.815395	-77818.910957	20934.243209
70028.815395	-62943.654329	20956.623181
70028.815395	-48068.397701	20947.725675
70028.815395	-33193.141073	20937.198612
70028.815395	-18317.884445	20952.49776
70028.815395	-3442.627817	20935.115657
70028.815395	11432.628811	20922.768234
70028.815395	26307.885438	20907.685058
70028.815395	41183.142066	20892.311055
70028.815395	56058.398694	20899.706627
70028.815395	70933.655322	20905.955496
70028.815395	85808.91195	20890.641627
70028.815395	100684.168578	20887.022372
70028.815395	115559.425206	20887.948201
70028.815395	130434.681834	20900.726324
70028.815395	145309.938462	20901.489564
70028.815395	160185.19509	20888.334726
70028.815395	175060.451718	20884.268208
70028.815395	189935.708346	20884.279866
70028.815395	204810.964974	20890.543458
70028.815395	219686.221602	20903.906283
70028.815395	234561.47823	20890.4275
70028.815395	249436.734857	20909.044038
70028.815395	264311.991485	20905.468958
70028.815395	279187.248113	20906.594798
70028.815395	294062.504741	20898.845833
84710.274767	-300947.760376	20975.524396
84710.274767	-286072.503748	20893.29149
84710.274767	-271197.24712	20930.98165
84710.274767	-256321.990492	20902.08776
84710.274767	-241446.733864	20904.798977
84710.274767	-226571.477236	20893.908705
84710.274767	-211696.220608	20907.352517
84710.274767	-196820.96398	20898.811476
84710.274767	-181945.707353	20917.717602
84710.274767	-167070.450725	20913.011166
84710.274767	-152195.194097	20917.234141
84710.274767	-137319.937469	20938.883383
84710.274767	-122444.680841	20923.161513
84710.274767	-107569.424213	20918.946519
84710.274767	-92694.167585	20927.021884
84710.274767	-77818.910957	20938.788902
84710.274767	-62943.654329	20961.491594
84710.274767	-48068.397701	20928.915257
84710.274767	-33193.141073	20911.205525
84710.274767	-18317.884445	20922.235687
84710.274767	-3442.627817	20925.481299
84710.274767	11432.628811	20910.887101
84710.274767	26307.885438	20900.617113
84710.274767	41183.142066	20905.82972
84710.274767	56058.398694	20892.407995
84710.274767	70933.655322	20888.883229
84710.274767	85808.91195	20886.805181
84710.274767	100684.168578	20883.667555
84710.274767	115559.425206	20887.326684
84710.274767	130434.681834	20892.508618
84710.274767	145309.938462	20889.890657
84710.274767	160185.19509	20876.992891
84710.274767	175060.451718	20879.66116
84710.274767	189935.708346	20878.975227
84710.274767	204810.964974	20887.716895
84710.274767	219686.221602	20882.43803
84710.274767	234561.47823	20887.843897
84710.274767	249436.734857	20902.732587
84710.274767	264311.991485	20894.682991
84710.274767	279187.248113	20884.224644
84710.274767	294062.504741	20890.969864
99391.734139	-300947.760376	20953.907053
99391.734139	-286072.503748	20870.595545
99391.734139	-271197.24712	20878.529186
99391.734139	-256321.990492	20870.046429
99391.734139	-241446.733864	20882.319003
99391.734139	-226571.477236	20870.285708
99391.734139	-211696.220608	20873.914778
99391.734139	-196820.96398	20873.654637
99391.734139	-181945.707353	20864.854069
99391.734139	-167070.450725	20878.85068
99391.734139	-152195.194097	20888.988146
99391.734139	-137319.937469	20903.816707
99391.734139	-122444.680841	20907.622474
99391.734139	-107569.424213	20916.411997
99391.734139	-92694.167585	20901.64663
99391.734139	-77818.910957	20900.934312
99391.734139	-62943.654329	20912.250995
99391.734139	-48068.397701	20908.882676
99391.734139	-33193.141073	20888.434735
99391.734139	-18317.884445	20885.981815
99391.734139	-3442.627817	20887.618117
99391.734139	11432.628811	20882.40735
99391.734139	26307.885438	20880.535449
99391.734139	41183.142066	20874.112335
99391.734139	56058.398694	20872.122638
99391.734139	70933.655322	20869.843349
99391.734139	85808.91195	20870.265461
99391.734139	100684.168578	20858.388623
99391.734139	115559.425206	20858.097805
99391.734139	130434.681834	20869.24331
99391.734139	145309.938462	20857.260944
99391.734139	160185.19509	20876.044975
99391.734139	175060.451718	20870.655669
99391.734139	189935.708346	20865.130775
99391.734139	204810.964974	20876.794718
99391.734139	219686.221602	20865.184152
99391.734139	234561.47823	20867.376933
99391.734139	249436.734857	20873.668136
99391.734139	264311.991485	20865.726518
99391.734139	279187.248113	20854.496346
99391.734139	294062.504741	20869.343317
114073.193511	-300947.760376	20941.213599
114073.193511	-286072.503748	20848.213733
114073.193511	-271197.24712	20864.652218
114073.193511	-256321.990492	20875.113628
114073.193511	-241446.733864	20881.98585
114073.193511	-226571.477236	20864.042974
114073.193511	-211696.220608	20863.854619
114073.193511	-196820.96398	20856.076817
114073.193511	-181945.707353	20848.094706
114073.193511	-167070.450725	20860.516979
114073.193511	-152195.194097	20872.988953
114073.193511	-137319.937469	20889.610885
114073.193511	-122444.680841	20902.290225
114073.193511	-107569.424213	20708.270965
114073.193511	-92694.167585	20712.602533
114073.193511	-77818.910957	20900.893207
114073.193511	-62943.654329	20922.661482
114073.193511	-48068.397701	20907.45007
114073.193511	-33193.141073	20890.013974
114073.193511	-18317.884445	20887.333437
114073.193511	-3442.627817	20883.105559
114073.193511	11432.628811	20891.144724
114073.193511	26307.885438	20889.638491
114073.193511	41183.142066	20881.283967
114073.193511	56058.398694	20874.24486
114073.193511	70933.655322	20876.589182
114073.193511	85808.91195	20865.238757
114073.193511	100684.168578	20869.620022
114073.193511	115559.425206	20861.715832
114073.193511	130434.681834	20867.953044
114073.193511	145309.938462	20532.811796
114073.193511	160185.19509	20814.736115
114073.193511	175060.451718	20878.03529
114073.193511	189935.708346	20870.848322
114073.193511	204810.964974	20885.649895
114073.193511	219686.221602	20875.499544
114073.193511	234561.47823	20870.996183
114073.193511	249436.734857	20873.579172
114073.193511	264311.991485	20875.149211
114073.193511	279187.248113	20876.012457
114073.193511	294062.504741	20863.161324
128754.652883	-300947.760376	20939.195062
128754.652883	-286072.503748	20849.083728
128754.652883	-271197.24712	20863.163778
128754.652883	-256321.990492	20865.289067
128754.652883	-241446.733864	20855.723421
128754.652883	-226571.477236	20870.850162
128754.652883	-211696.220608	20859.728587
128754.652883	-196820.96398	20850.084407
128754.652883	-181945.707353	20859.273953
128754.652883	-167070.450725	20860.118181
128754.652883	-152195.194097	20874.959016
128754.652883	-137319.937469	20872.536159
128754.652883	-122444.680841	20899.302921
128754.652883	-107569.424213	20887.734073
128754.652883	-92694.167585	20889.067288
128754.652883	-77818.910957	20903.846159
128754.652883	-62943.654329	20911.636841
128754.652883	-48068.397701	20909.854516
128754.652883	-33193.141073	20892.822746
128754.652883	-18317.884445	20884.651668
128754.652883	-3442.627817	20886.232136
128754.652883	11432.628811	20882.63681
128754.652883	26307.885438	20885.1517
128754.652883	41183.142066	20875.84619
128754.652883	56058.398694	20872.290131
128754.652883	70933.655322	20853.436156
128754.652883	85808.91195	20865.246733
128754.652883	100684.168578	20855.962086
128754.652883	115559.425206	20848.612532
128754.652883	130434.681834	20858.237079
128754.652883	145309.938462	20838.285486
128754.652883	160185.19509	20872.643529
128754.652883	175060.451718	20859.794848
128754.652883	189935.708346	20851.146438
128754.652883	204810.964974	20857.683668
128754.652883	219686.221602	20842.760009
128754.652883	234561.47823	20850.575849
128754.652883	249436.734857	20845.020274
128754.652883	264311.991485	20854.363208
128754.652883	279187.248113	20855.33321
128754.652883	294062.504741	20867.09716
143436.112255	-300947.760376	20943.505156
143436.112255	-286072.503748	20848.877579
143436.112255	-271197.24712	20847.073784
143436.112255	-256321.990492	20843.47355
143436.112255	-241446.733864	20853.563771
143436.112255	-226571.477236	20847.948685
143436.112255	-211696.220608	20839.758587
143436.112255	-196820.96398	20841.707179
143436.112255	-181945.707353	20838.260943
143436.112255	-167070.450725	20853.979135
143436.112255	-152195.194097	20856.778089
143436.112255	-137319.937469	20866.891624
143436.112255	-122444.680841	20884.403798
143436.112255	-107569.424213	20881.438575
143436.112255	-92694.167585	20889.483268
143436.112255	-77818.910957	20900.23672
143436.112255	-62943.654329	20912.263876
143436.112255	-48068.397701	20911.382837
143436.112255	-33193.141073	20893.387812
143436.112255	-18317.884445	20875.174982
143436.112255	-3442.627817	20867.164033
143436.112255	11432.628811	20870.287549
143436.112255	26307.885438	20870.254418
143436.112255	41183.142066	20860.220642
143436.112255	56058.398694	20860.478328
143436.112255	70933.655322	20854.674271
143436.112255	85808.91195	20848.802113
143436.112255	100684.168578	20841.223098
143436.112255	115559.425206	20840.178859
143436.112255	130434.681834	20842.326236
143436.112255	145309.938462	20839.243216
143436.112255	160185.19509	20848.33153
143436.112255	175060.451718	20842.952042
143436.112255	189935.708346	20835.058899
143436.112255	204810.964974	20763.486796
143436.112255	219686.221602	20651.71701
143436.112255	234561.47823	20834.539845
143436.112255	249436.734857	20841.472194
143436.112255	264311.991485	20839.346903
143436.112255	279187.248113	20848.414359
143436.112255	294062.504741	20852.737337
158117.571627	-300947.760376	20915.037677
158117.571627	-286072.503748	20837.55599
158117.571627	-271197.24712	20838.4039
158117.571627	-256321.990492	20834.215285
158117.571627	-241446.733864	20842.853876
158117.571627	-226571.477236	20846.024635
158117.571627	-211696.220608	20834.295044
158117.571627	-196820.96398	20832.247673
158117.571627	-181945.707353	20827.824688
158117.571627	-167070.450725	20833.566775
158117.571627	-152195.194097	20841.344579
158117.571627	-137319.937469	20836.050986
158117.571627	-122444.680841	20841.732334
158117.571627	-107569.424213	20850.288713
158117.571627	-92694.167585	20865.262072
158117.571627	-77818.910957	20873.963861
158117.571627	-62943.654329	20877.688028
158117.571627	-48068.397701	20872.936799
158117.571627	-33193.141073	20869.971576
158117.571627	-18317.884445	20872.389526
158117.571627	-3442.627817	20877.283705
158117.571627	11432.628811	20863.423916
158117.571627	26307.885438	20862.324457
158117.571627	41183.142066	20863.119602
158117.571627	56058.398694	20854.994538
158117.571627	70933.655322	20859.886878
158117.571627	85808.91195	20850.466026
158117.571627	100684.168578	20836.74735
158117.571627	115559.425206	20843.242859
158117.571627	130434.681834	20847.010588
158117.571627	145309.938462	20835.678569
158117.571627	160185.19509	20842.328691
158117.571627	175060.451718	20830.644501
158117.571627	189935.708346	20834.16068
158117.571627	204810.964974	20822.108983
158117.571627	219686.221602	20785.974136
158117.571627	234561.47823	20825.739277
158117.571627	249436.734857	20837.723485
158117.571627	264311.991485	20833.199268
158117.571627	279187.248113	20833.882135
158117.571627	294062.504741	20826.05893
172799.030999	-300947.760376	20918.420714
172799.030999	-286072.503748	20835.155836
172799.030999	-271197.24712	20833.844709
172799.030999	-256321.990492	20828.09035
172799.030999	-241446.733864	20820.554281
172799.030999	-226571.477236	20835.117184
172799.030999	-211696.220608	20832.003484
172799.030999	-196820.96398	20831.888139
172799.030999	-181945.707353	20835.412293
172799.030999	-167070.450725	20829.137655
172799.030999	-152195.194097	20836.060188
172799.030999	-137319.937469	20841.808412
172799.030999	-122444.680841	20842.879646
172799.030999	-107569.424213	20848.764688
172799.030999	-92694.167585	20862.64902
172799.030999	-77818.910957	20874.93202
172799.030999	-62943.654329	20856.938834
172799.030999	-48068.397701	20881.13058
172799.030999	-33193.141073	20866.409386
172799.030999	-18317.884445	20864.568162
172799.030999	-3442.627817	20869.176435
172799.030999	11432.628811	20861.046462
172799.030999	26307.885438	20857.554826
172799.030999	41183.142066	20860.30347
172799.030999	56058.398694	20847.54866
172799.030999	70933.655322	20835.48285
172799.030999	85808.91195	20846.851682
172799.030999	100684.168578	20840.786874
172799.030999	115559.425206	20834.761331
172799.030999	130434.681834	20836.31542
172799.030999	145309.938462	20824.382136
172799.030999	160185.19509	20830.622414
172799.030999	175060.451718	20817.268178
172799.030999	189935.708346	20801.815034
172799.030999	204810.964974	20825.074204
172799.030999	219686.221602	20814.363084
172799.030999	234561.47823	20823.224391
172799.030999	249436.734857	20819.950559
172799.030999	264311.991485	20828.956662
172799.030999	279187.248113	20811.681315
172799.030999	294062.504741	20829.767144
187480.490371	-300947.760376	20876.785514
187480.490371	-286072.503748	20817.560836
187480.490371	-271197.24712	20821.648829
187480.490371	-256321.990492	20806.183415
187480.490371	-241446.733864	20805.25268
187480.490371	-226571.477236	20807.45589
187480.490371	-211696.220608	20818.144923
187480.490371	-196820.96398	20823.212734
187480.490371	-181945.707353	20817.159583
187480.490371	-167070.450725	20819.743185
187480.490371	-152195.194097	20823.293721
187480.490371	-137319.937469	20835.689612
187480.490371	-122444.680841	20838.34009
187480.490371	-107569.424213	20839.586797
187480.490371	-92694.167585	20856.992826
187480.490371	-77818.910957	20868.070229
187480.490371	-62943.654329	20848.267111
187480.490371	-48068.397701	20862.332434
187480.490371	-33193.141073	20839.820553
187480.490371	-18317.884445	20835.987791
187480.490371	-3442.627817	20838.619863
187480.490371	11432.628811	20841.973451
187480.490371	26307.885438	20830.962315
187480.490371	41183.142066	20838.679376
187480.490371	56058.398694	20834.880972
187480.490371	70933.655322	20831.116311
187480.490371	85808.91195	20830.195393
187480.490371	100684.168578	20832.165458
187480.490371	115559.425206	20831.609595
187480.490371	130434.681834	20828.1198
187480.490371	145309.938462	20826.505584
187480.490371	160185.19509	20820.514399
187480.490371	175060.451718	20812.070298
187480.490371	189935.708346	20818.736373
187480.490371	204810.964974	20820.159777
187480.490371	219686.221602	20835.760783
187480.490371	234561.47823	20810.421112
187480.490371	249436.734857	20825.091383
187480.490371	264311.991485	20890.750219
187480.490371	279187.248113	20818.689129
187480.490371	294062.504741	20810.436451
202161.949742	-211696.220608	20810.746287
202161.949742	-196820.96398	20813.530514
202161.949742	-181945.707353	20813.945265
202161.949742	-167070.450725	20818.403834
202161.949742	-152195.194097	20821.243282
202161.949742	-137319.937469	20830.432218
202161.949742	-122444.680841	20829.29288
202161.949742	-107569.424213	20831.442713
202161.949742	-92694.167585	20845.487178
202161.949742	-77818.910957	20857.405123
202161.949742	-62943.654329	20841.701043
202161.949742	-48068.397701	20835.914168
202161.949742	41183.142066	20763.231566
202161.949742	56058.398694	20830.73101
202161.949742	70933.655322	20819.119832
202161.949742	85808.91195	20815.98282
202161.949742	100684.168578	20823.831792
202161.949742	115559.425206	20830.567195
202161.949742	130434.681834	20817.452239
202161.949742	145309.938462	20827.390917
202161.949742	160185.19509	20823.70479
202161.949742	175060.451718	20817.79214
202161.949742	189935.708346	20822.402252
202161.949742	204810.964974	20835.111048
202161.949742	294062.504741	20503.14792
216843.409114	-211696.220608	20818.82963
216843.409114	-196820.96398	20828.893469
216843.409114	-181945.707353	20829.397796
216843.409114	-167070.450725	20831.391177
216843.409114	-152195.194097	20838.096516
216843.409114	-137319.937469	20843.548401
216843.409114	-122444.680841	20834.780965
216843.409114	-107569.424213	20836.075529
216843.409114	-92694.167585	20856.271307
216843.409114	-77818.910957	20857.826008
216843.409114	-62943.654329	20848.275701
216843.409114	-48068.397701	20841.713312
216843.409114	41183.142066	20750.195141
216843.409114	56058.398694	20822.329857
216843.409114	70933.655322	20820.458569
216843.409114	85808.91195	20833.482109
216843.409114	100684.168578	20826.436256
216843.409114	115559.425206	20817.589672
216843.409114	130434.681834	20819.294691
216843.409114	145309.938462	20813.540333
216843.409114	160185.19509	20826.979234
216843.409114	175060.451718	20811.212574
216843.409114	189935.708346	20810.405774
216843.409114	204810.964974	20826.198202
216843.409114	294062.504741	20568.914122
231524.868486	-211696.220608	20830.23282
231524.868486	-196820.96398	20832.637882
231524.868486	-181945.707353	20839.431572
231524.868486	-167070.450725	20841.252547
231524.868486	-152195.194097	20842.120088
231524.868486	-137319.937469	20841.134136
231524.868486	-122444.680841	20846.741246
231524.868486	-107569.424213	20850.318163
231524.868486	-92694.167585	20859.508326
231524.868486	-77818.910957	20865.693388
231524.868486	-62943.654329	20855.914842
231524.868486	-48068.397701	20842.065483
231524.868486	41183.142066	20751.582961
231524.868486	56058.398694	20839.390464
231524.868486	70933.655322	20846.291523
231524.868486	85808.91195	20843.151444
231524.868486	100684.168578	20838.327819
231524.868486	115559.425206	20831.903479
231524.868486	130434.681834	20835.280998
231524.868486	145309.938462	20827.653511
231524.868486	160185.19509	20828.10446
231524.868486	175060.451718	20836.163875
231524.868486	189935.708346	20834.263753
231524.868486	204810.964974	20831.834148
231524.868486	294062.504741	20492.488945
246206.327858	-300947.760376	20773.83777
246206.327858	-286072.503748	20541.109877
246206.327858	-271197.24712	20562.972637
246206.327858	-256321.990492	20536.179802
246206.327858	-241446.733864	20520.677884
246206.327858	-226571.477236	20573.647251
246206.327858	-211696.220608	20832.260557
246206.327858	-196820.96398	20836.626177
246206.327858	-181945.707353	20833.457568
246206.327858	-167070.450725	20839.608884
246206.327858	-152195.194097	20850.61941
246206.327858	-137319.937469	20855.815451
246206.327858	-122444.680841	20859.290521
246206.327858	-107569.424213	20858.53311
246206.327858	-92694.167585	20853.88281
246206.327858	-77818.910957	20854.434994
246206.327858	-62943.654329	20859.955594
246206.327858	-48068.397701	20858.913197
246206.327858	-33193.141073	20593.309561
246206.327858	-18317.884445	20562.675376
246206.327858	-3442.627817	20567.944121
246206.327858	11432.628811	20566.102592
246206.327858	26307.885438	20566.103511
246206.327858	41183.142066	20818.997739
246206.327858	56058.398694	20857.771405
246206.327858	70933.655322	20861.676872
246206.327858	85808.91195	20859.935962
246206.327858	100684.168578	20854.720288
246206.327858	115559.425206	20865.206239
246206.327858	130434.681834	20858.71901
246206.327858	145309.938462	20857.634585
246206.327858	160185.19509	20858.772389
246206.327858	175060.451718	20859.739016
246206.327858	189935.708346	20866.767997
246206.327858	204810.964974	20885.445585
246206.327858	219686.221602	20763.006396
246206.327858	234561.47823	20572.030888
246206.327858	249436.734857	20565.062648
246206.327858	264311.991485	20558.459459
246206.327858	279187.248113	20564.100929
246206.327858	294062.504741	20666.460293
